TransactionID,Date,BranchID,ServiceID,Quantity,Revenue,CustomerType
T01906,2018-11-29,F006,S013,2,70.0,Member
T01907,2018-06-01,F003,S014,3,225.0,Non-Member
T01908,2018-10-23,F001,S004,2,50.0,Trial
T01909,2018-07-09,F004,S021,2,17.0,Trial
T01910,2018-12-08,F004,S025,2,90.0,Trial
T01911,2018-08-31,F006,S014,2,150.0,Trial
T01912,2018-05-09,F004,S013,1,35.0,Trial
T01913,2018-03-06,F001,S017,3,270.0,Trial
T01914,2018-11-25,F002,S019,1,1299.0,Trial
T01915,2018-06-09,F003,S011,1,28.0,Member
T01916,2018-09-09,F003,S002,2,56.0,Trial
T01917,2018-09-28,F002,S019,1,1299.0,Trial
T01918,2018-03-15,F004,S012,2,56.0,Trial
T01919,2018-03-14,F002,S001,2,44.0,Member
T01920,2018-12-18,F006,S018,1,129.0,Trial
T01921,2018-12-21,F001,S014,3,225.0,Non-Member
T01922,2018-11-01,F007,S018,1,129.0,Trial
T01923,2018-12-14,F002,S021,3,25.5,Trial
T01924,2018-12-18,F003,S002,1,28.0,Trial
T01925,2018-09-03,F002,S010,2,52.0,Trial
T01926,2018-04-14,F005,S002,1,28.0,Non-Member
T01927,2018-02-14,F003,S008,1,22.0,
T01928,2018-02-15,F005,S023,1,24.99,Non-Member
T01929,2018-05-04,F007,S001,1,22.0,Member
T01930,2018-02-27,F007,S017,2,180.0,Member
T01931,2018-07-25,F003,S009,3,72.0,Trial
T01932,2018-06-25,F005,S016,2,160.0,
T01933,2018-03-10,F006,S010,2,52.0,Non-Member
T01934,2018-10-19,F004,S004,2,50.0,Member
T01935,2018-05-22,F002,S014,3,225.0,Trial
T01936,2018-05-10,F003,S015,3,135.0,
T01937,2018-06-12,F001,S015,3,135.0,Non-Member
T01938,2018-11-29,F005,S015,3,135.0,Member
T01939,2018-12-03,F002,S011,2,56.0,Trial
T01940,2018-08-06,F005,S014,1,75.0,Non-Member
T01941,2018-10-05,F006,S019,1,1299.0,Trial
T01942,2018-12-30,F006,S018,1,129.0,Trial
T01943,2018-12-07,F003,S003,2,40.0,Non-Member
T01944,2018-06-17,F006,S013,1,35.0,Member
T01945,2018-11-04,F005,S024,3,18.0,Member
T01946,2018-08-10,F002,S009,2,48.0,Trial
T01947,2018-11-21,F004,S014,3,225.0,
T01948,2018-10-31,F002,S013,3,,Trial
T01949,2018-03-12,F004,S017,2,180.0,Member
T01950,2018-09-06,F005,S015,1,45.0,Trial
T01951,2018-09-04,F005,S024,3,18.0,Member
T01952,2018-02-16,F007,S001,1,22.0,Trial
T01953,2018-02-09,F005,S025,1,45.0,Trial
T01954,2018-12-13,F007,S005,1,30.0,Non-Member
T01955,2018-10-04,F006,S015,1,45.0,Member
T01956,2018-03-07,F001,S025,2,90.0,Member
T01957,2018-10-20,F001,S021,2,17.0,Trial
T01958,2018-07-15,F002,S010,3,78.0,
T01959,2018-08-02,F006,S006,1,25.0,Member
T01960,2018-02-18,F004,S011,2,56.0,Trial
T01961,2018-04-22,F006,S008,3,66.0,Non-Member
T01962,2018-12-14,F003,S002,3,84.0,Non-Member
T01963,2018-05-28,F002,S024,1,6.0,Trial
T01964,2018-03-07,F003,S008,3,66.0,Member
T01965,2018-05-22,F001,S008,1,22.0,Trial
T01966,2018-06-10,F003,S020,3,60.0,Trial
T01967,2018-02-03,F006,S009,1,24.0,Member
T01968,2018-03-14,F003,S017,2,180.0,Non-Member
T01969,2018-06-27,F001,S016,2,160.0,Trial
T01970,2018-01-08,F007,S024,3,18.0,Non-Member
T01971,2018-05-07,F002,S017,1,90.0,Trial
T01972,2018-01-13,F002,S009,2,48.0,Member
T01973,2018-06-04,F007,S007,1,35.0,Member
T01974,2018-11-14,F001,S015,2,90.0,Member
T01975,2018-12-09,F005,S006,1,25.0,Trial
T01976,2018-12-26,F006,S008,1,22.0,Trial
T01977,2018-09-01,F006,S021,1,8.5,Trial
T01978,2018-08-12,F003,S011,2,56.0,Trial
T01979,2018-07-23,F001,S015,1,45.0,Trial
T01980,2018-07-02,F004,S008,2,44.0,Trial
T01981,2018-06-08,F005,S004,2,50.0,Trial
T01982,2018-02-19,F002,S013,2,70.0,Trial
T01983,2018-02-24,F003,S022,1,4.5,Non-Member
T01984,2018-10-23,F006,S005,3,90.0,Trial
T01985,2018-04-02,F004,S023,1,24.99,Non-Member
T01986,2018-02-05,F003,S002,3,84.0,Member
T01987,2018-04-17,F003,S008,3,66.0,Non-Member
T01988,2018-10-19,F001,S014,1,75.0,Trial
T01989,2018-11-13,F007,S024,3,18.0,Trial
T01990,2018-09-16,F002,S010,2,52.0,Trial
T01991,2018-04-07,F002,S023,3,74.97,Member
T01992,2018-03-09,F005,S020,1,,Non-Member
T01993,2018-08-19,F001,S023,3,74.97,Member
T01994,2018-03-17,F004,S012,25,550.0,Non-Member
T01995,2018-10-18,F006,S012,2,56.0,Trial
T01996,2018-12-08,F001,S010,1,26.0,Member
T01997,2018-02-15,F004,S022,1,4.5,Non-Member
T01998,2018-01-18,F007,S023,2,49.98,Trial
T01999,2018-11-03,F001,S002,1,28.0,Trial
T02000,2018-05-09,F002,S013,2,70.0,Non-Member
T02001,2018-07-20,F003,S010,2,52.0,Non-Member
T02002,2018-03-24,F006,S025,3,135.0,Trial
T02003,2018-10-29,F001,S009,1,24.0,Non-Member
T02004,2018-12-20,F007,S023,1,24.99,Member
T02005,2018-08-26,F006,S005,1,30.0,Trial
T02006,2018-07-23,F006,S017,1,90.0,Trial
T02007,2018-03-22,F004,S017,1,90.0,Trial
T02008,2018-10-07,F003,S022,2,9.0,Member
T02009,2018-01-29,F005,S007,1,35.0,Trial
T02010,2018-04-22,F001,S001,1,22.0,Member
T02011,2018-01-31,F006,S014,1,75.0,Non-Member
T02012,2018-06-25,F005,S024,2,12.0,Trial
T02013,2018-08-17,F003,S010,2,52.0,Trial
T02014,2018-10-10,F004,S004,2,50.0,Non-Member
T02015,2018-10-11,F006,S010,2,,Member
T02016,2018-05-04,F003,S009,2,48.0,Non-Member
T02017,2018-04-23,F002,S023,2,49.98,Trial
T02018,2018-07-01,F006,S025,3,135.0,Trial
T02019,2018-09-28,F003,S025,1,45.0,Trial
T02020,2018-06-01,F006,S014,3,225.0,Non-Member
T02021,2018-06-20,F001,S015,2,90.0,Trial
T02022,2018-04-15,F003,S025,1,45.0,Trial
T02023,2018-02-25,F007,S024,2,12.0,Trial
T02024,2018-10-19,F006,S013,2,70.0,Trial
T02025,2018-10-24,F004,S011,2,56.0,Member
T02026,2018-01-22,F007,S021,1,8.5,Non-Member
T02027,2018-08-18,F006,S011,1,28.0,Non-Member
T02028,2018-10-19,F007,S013,3,105.0,Trial
T02029,2018-09-22,F003,S021,1,8.5,Member
T02030,2018-01-05,F005,S006,1,25.0,Non-Member
T02031,2018-06-16,F001,S024,2,,Trial
T02032,2018-06-30,F004,S019,1,1299.0,Trial
T02033,2018-04-12,F004,S021,1,8.5,Non-Member
T02034,2018-09-06,F004,S014,1,75.0,Trial
T02035,2018-02-05,F003,S005,2,,Trial
T02036,2018-04-20,F001,S006,3,75.0,Trial
T02037,2018-01-24,F005,S003,1,20.0,Trial
T02038,2018-03-21,F002,S019,1,1299.0,Non-Member
T02039,2018-03-04,F001,S020,1,20.0,Trial
T02040,2018-11-23,F007,S005,2,60.0,Non-Member
T02041,2018-11-07,F002,S006,3,75.0,Trial
T02042,2018-01-17,F001,S023,3,74.97,Trial
T02043,2018-10-18,F004,S005,3,90.0,Trial
T02044,2018-01-14,F004,S014,3,225.0,Trial
T02045,2018-04-12,F005,S002,3,84.0,Trial
T02046,2018-10-03,F002,S022,3,13.5,Trial
T02047,2018-09-13,F004,S015,3,135.0,Member
T02048,2018-01-26,F004,S017,1,90.0,Trial
T02049,2018-06-05,F004,S014,2,150.0,Trial
T02050,2018-11-08,F003,S023,3,74.97,Non-Member
T02051,2018-08-09,F006,S001,3,,Trial
T02052,2018-04-18,F005,S014,3,225.0,Non-Member
T02053,2018-12-16,F006,S012,3,84.0,Member
T02054,2018-09-29,F003,S011,3,84.0,Non-Member
T02055,2018-06-21,F007,S021,2,17.0,Non-Member
T02056,2018-10-20,F004,S006,2,50.0,Trial
T02057,2018-10-17,F007,S005,1,30.0,Non-Member
T02058,2018-06-17,F004,S024,1,6.0,Trial
T02059,2018-05-06,F006,S010,3,78.0,Trial
T02060,2018-10-04,F007,S023,3,74.97,Non-Member
T02061,2018-08-31,F001,S024,3,18.0,Trial
T02062,2018-08-28,F002,S007,3,105.0,Non-Member
T02063,2018-05-10,F006,S009,2,48.0,Trial
T02064,2018-07-23,F001,S002,2,56.0,Member
T02065,2018-06-02,F005,S024,3,18.0,Trial
T02066,2018-02-14,F005,S002,2,56.0,Trial
T02067,2018-03-28,F005,S018,1,129.0,Trial
T02068,2018-09-24,F006,S017,2,180.0,Non-Member
T02069,2018-05-20,F003,S020,2,40.0,Member
T02070,2018-05-06,F006,S025,3,135.0,Trial
T02071,2018-02-12,F005,S014,3,,Trial
T02072,2018-08-02,F007,S003,1,20.0,Trial
T02073,2018-05-20,F001,S018,1,129.0,Non-Member
T02074,2018-12-23,F006,S008,1,22.0,Non-Member
T02075,2018-10-06,F001,S004,2,50.0,Non-Member
T02076,2018-05-18,F004,S014,3,225.0,Member
T02077,2018-03-11,F006,S007,2,70.0,Trial
T02078,2018-11-05,F007,S008,3,66.0,Member
T02079,2018-02-16,F007,S022,1,4.5,Non-Member
T02080,2018-01-15,F001,S013,1,35.0,Member
T02081,2018-09-14,F007,S012,1,28.0,Member
T02082,2018-01-04,F006,S005,1,30.0,Member
T02083,2018-07-06,F002,S007,1,35.0,Non-Member
T02084,2018-05-05,F007,S013,3,105.0,Non-Member
T02085,2018-12-14,F001,S010,1,26.0,Non-Member
T02086,2018-02-10,F002,S016,1,80.0,Non-Member
T02087,2018-05-06,F001,S018,1,129.0,Trial
T02088,2018-09-05,F002,S002,1,,Non-Member
T02089,2018-11-15,F003,S020,1,20.0,Non-Member
T02090,2018-02-20,F006,S025,2,90.0,Trial
T02091,2018-11-22,F003,S013,3,,Member
T02092,2018-01-04,F006,S001,3,66.0,Member
T02093,2018-12-02,F005,S021,3,25.5,Member
T02094,2018-08-26,F004,S011,1,,
T02095,2018-05-31,F007,S010,3,78.0,Non-Member
T02096,2018-05-12,F002,S017,2,180.0,Member
T02097,2018-07-10,F001,S011,2,56.0,Trial
T02098,2018-06-05,F004,S020,1,20.0,Member
T02099,2018-08-27,F006,S002,3,84.0,Trial
T02100,2018-01-06,F002,S016,1,80.0,Non-Member
T02101,2018-01-17,F007,S009,1,24.0,Member
T02102,2018-11-16,F002,S022,3,13.5,Member
T02103,2018-10-07,F006,S007,2,70.0,Member
T02104,2018-04-02,F007,S007,1,35.0,Member
T02105,2018-07-14,F006,S022,1,4.5,Member
T02106,2018-07-11,F007,S020,3,60.0,Non-Member
T02107,2018-04-02,F003,S023,1,24.99,Non-Member
T02108,2018-03-13,F006,S024,2,12.0,Non-Member
T02109,2018-12-31,F004,S013,1,35.0,Trial
T02110,2018-03-17,F006,S002,1,28.0,Member
T02111,2018-04-23,F001,S004,2,50.0,Trial
T02112,2018-10-16,F003,S024,2,12.0,Non-Member
T02113,2018-09-28,F006,S007,1,35.0,Trial
T02114,2018-09-10,F006,S001,1,22.0,Member
T02115,2018-07-25,F004,S017,1,90.0,Member
T02116,2018-08-10,F004,S024,3,18.0,Trial
T02117,2018-03-11,F005,S001,1,22.0,Trial
T02118,2018-02-19,F003,S007,3,105.0,Trial
T02119,2018-05-12,F007,S006,2,50.0,Trial
T02120,2018-04-30,F007,S001,1,22.0,Non-Member
T02121,2018-01-21,F005,S019,1,1299.0,Trial
T02122,2018-02-12,F004,S022,2,9.0,Non-Member
T02123,2018-11-25,F007,S001,2,44.0,Member
T02124,2018-07-04,F007,S007,1,35.0,Trial
T02125,2018-02-08,F001,S022,2,9.0,Member
T02126,2018-08-18,F003,S011,1,28.0,Trial
T02127,2018-09-14,F003,S006,3,75.0,Trial
T02128,2018-07-31,F004,S015,1,45.0,Non-Member
T02129,2018-09-12,F005,S009,2,48.0,Trial
T02130,2018-11-09,F004,S002,3,84.0,Member
T02131,2018-10-14,F006,S024,1,6.0,
T02132,2018-11-30,F004,S013,2,,
T02133,2018-01-21,F003,S017,1,90.0,
T02134,2018-06-17,F006,S001,1,22.0,Trial
T02135,2018-03-25,F004,S006,2,50.0,Trial
T02136,2018-05-05,F006,S005,3,90.0,Non-Member
T02137,2018-10-17,F001,S004,3,75.0,Non-Member
T02138,2018-03-08,F001,S012,1,28.0,Member
T02139,2018-03-22,F001,S007,2,70.0,Member
T02140,2018-08-07,F002,S013,3,,Member
T02141,2018-02-07,F005,S020,1,20.0,Trial
T02142,2018-01-16,F002,S010,1,26.0,Trial
T02143,2018-06-11,F001,S003,3,60.0,Trial
T02144,2018-11-23,F006,S009,2,48.0,Member
T02145,2018-02-15,F004,S002,3,,Trial
T02146,2018-05-20,F005,S012,2,56.0,Trial
T02147,2018-09-19,F005,S013,1,35.0,Member
T02148,2018-03-25,F007,S009,1,24.0,Trial
T02149,2018-12-05,F005,S001,2,44.0,Trial
T02150,2018-10-06,F006,S003,1,20.0,Member
T02151,2018-10-23,F001,S004,1,25.0,Trial
T02152,2018-06-21,F006,S014,2,150.0,Trial
T02153,2018-08-26,F004,S014,1,75.0,Trial
T02154,2018-03-08,F003,S019,1,1299.0,Trial
T02155,2018-01-15,F001,S016,1,80.0,Non-Member
T02156,2018-02-18,F004,S014,2,150.0,Trial
T02157,2018-02-08,F004,S015,1,45.0,Non-Member
T02158,2018-03-20,F006,S007,3,105.0,Member
T02159,2018-05-09,F006,S012,1,28.0,Trial
T02160,2018-08-20,F005,S006,2,,Trial
T02161,2018-12-03,F002,S011,1,28.0,Non-Member
T02162,2018-01-31,F005,S012,3,84.0,Non-Member
T02163,2018-09-30,F003,S017,3,270.0,Trial
T02164,2018-05-01,F003,S023,3,74.97,Trial
T02165,2018-03-31,F004,S006,3,75.0,Non-Member
T02166,2018-04-21,F006,S024,2,12.0,Trial
T02167,2018-12-17,F006,S001,1,22.0,Trial
T02168,2018-01-16,F007,S020,1,,Trial
T02169,2018-12-07,F004,S007,3,105.0,Trial
T02170,2018-07-16,F003,S018,1,129.0,Trial
T02171,2018-05-17,F002,S022,2,9.0,Non-Member
T02172,2018-10-27,F005,S008,2,44.0,Trial
T02173,2018-12-13,F003,S005,3,,
T02174,2018-11-05,F001,S018,1,129.0,Trial
T02175,2018-12-05,F004,S013,1,35.0,Non-Member
T02176,2018-08-31,F002,S011,1,28.0,Non-Member
T02177,2018-06-09,F001,S013,3,105.0,Non-Member
T02178,2018-01-29,F007,S004,2,50.0,Trial
T02179,2018-04-10,F002,S009,1,24.0,Member
T02180,2018-05-15,F006,S005,1,30.0,
T02181,2018-07-23,F006,S007,2,70.0,
T02182,2018-04-01,F007,S014,1,75.0,Trial
T02183,2018-03-29,F007,S017,3,270.0,
T02184,2018-04-04,F002,S007,2,70.0,Trial
T02185,2018-01-17,F003,S009,2,48.0,Trial
T02186,2018-07-05,F007,S023,1,24.99,Trial
T02187,2018-04-15,F003,S010,1,26.0,Member
T02188,2018-02-09,F001,S015,2,90.0,Trial
T02189,2018-10-22,F003,S010,3,78.0,Trial
T02190,2018-09-02,F006,S010,1,26.0,Member
T02191,2018-11-20,F005,S018,1,129.0,Trial
T02192,2018-04-02,F007,S021,2,17.0,Trial
T02193,2018-05-02,F005,S004,2,50.0,Member
T02194,2018-03-24,F005,S004,1,25.0,Trial
T02195,2018-05-20,F007,S016,3,240.0,Non-Member
T02196,2018-05-09,F006,S013,2,70.0,Non-Member
T02197,2018-10-28,F005,S017,2,180.0,Non-Member
T02198,2018-05-10,F004,S024,1,6.0,Trial
T02199,2018-04-20,F006,S020,3,60.0,Trial
T02200,2018-07-11,F007,S021,3,25.5,Member
T02201,2018-07-04,F002,S001,1,22.0,Trial
T02202,2018-06-11,F007,S004,2,50.0,Trial
T02203,2018-11-30,F001,S017,1,90.0,Trial
T02204,2018-09-03,F005,S006,3,75.0,Non-Member
T02205,2018-01-25,F003,S015,3,135.0,Non-Member
T02206,2018-05-14,F003,S024,1,6.0,Member
T02207,2018-01-14,F006,S017,1,90.0,Non-Member
T02208,2018-05-09,F004,S010,1,26.0,Trial
T02209,2018-10-01,F006,S022,2,9.0,Non-Member
T02210,2018-06-07,F002,S024,1,6.0,Member
T02211,2018-05-18,F006,S014,1,75.0,Trial
T02212,2018-08-04,F006,S024,3,18.0,Trial
T02213,2018-02-28,F006,S001,2,44.0,Trial
T02214,2018-05-05,F006,S015,2,90.0,Member
T02215,2018-03-17,F007,S003,3,60.0,Trial
T02216,2018-11-03,F006,S021,1,8.5,Trial
T02217,2018-06-23,F001,S014,1,,Trial
T02218,2018-08-13,F001,S012,3,84.0,Member
T02219,2018-02-22,F001,S006,2,50.0,Member
T02220,2018-03-13,F006,S007,1,35.0,Trial
T02221,2018-01-23,F001,S009,1,,Non-Member
T02222,2018-09-04,F002,S018,1,129.0,Trial
T02223,2018-09-19,F002,S021,1,,Member
T02224,2018-03-30,F001,S018,1,129.0,Trial
T02225,2018-02-10,F003,S024,3,18.0,Trial
T02226,2018-03-14,F003,S002,2,56.0,Trial
T02227,2018-07-14,F005,S020,3,60.0,Trial
T02228,2018-09-16,F003,S006,1,25.0,Member
T02229,2018-11-28,F001,S010,1,26.0,Trial
T02230,2018-05-19,F002,S009,2,48.0,
T02231,2018-11-25,F004,S008,2,44.0,Non-Member
T02232,2018-05-07,F006,S018,1,129.0,Trial
T02233,2018-02-04,F006,S012,3,84.0,Trial
T02234,2018-03-28,F005,S023,2,49.98,Trial
T02235,2018-08-22,F003,S022,2,9.0,Trial
T02236,2018-04-20,F007,S016,3,240.0,Non-Member
T02237,2018-10-31,F002,S001,2,44.0,Trial
T02238,2018-09-13,F004,S019,1,1299.0,Trial
T02239,2018-12-04,F007,S020,3,60.0,Non-Member
T02240,2018-07-19,F004,S014,1,75.0,Trial
T02241,2018-06-09,F006,S021,1,,Member
T02242,2018-07-08,F005,S007,3,105.0,
T02243,2018-12-11,F005,S004,2,50.0,Member
T02244,2018-05-24,F007,S008,3,66.0,Member
T02245,2018-05-02,F003,S014,3,225.0,Member
T02246,2018-03-10,F005,S012,3,84.0,Trial
T02247,2018-11-13,F006,S013,2,70.0,Member
T02248,2018-11-13,F004,S007,2,70.0,Trial
T02249,2018-12-13,F004,S013,1,35.0,Trial
T02250,2018-06-17,F007,S003,1,,Member
T02251,2018-01-30,F001,S017,2,180.0,Non-Member
T02252,2018-07-19,F002,S022,1,4.5,Trial
T02253,2018-06-09,F007,S021,2,17.0,Member
T02254,2018-09-27,F001,S005,2,60.0,Trial
T02255,2018-10-26,F003,S002,3,84.0,Trial
T02256,2018-11-07,F006,S008,2,44.0,Trial
T02257,2018-07-11,F002,S011,1,28.0,Trial
T02258,2018-11-25,F002,S016,2,160.0,Trial
T02259,2018-01-20,F007,S015,3,135.0,
T02260,2018-12-16,F003,S025,2,90.0,Trial
T02261,2018-04-25,F004,S009,3,72.0,Trial
T02262,2018-03-21,F003,S003,1,20.0,Non-Member
T02263,2018-06-19,F007,S024,3,18.0,Trial
T02264,2018-08-03,F004,S019,1,1299.0,Member
T02265,2018-02-12,F006,S016,2,160.0,Non-Member
T02266,2018-03-22,F007,S016,3,240.0,Non-Member
T02267,2018-11-15,F003,S019,1,1299.0,Trial
T02268,2018-06-17,F002,S007,3,105.0,Trial
T02269,2018-09-12,F003,S022,3,13.5,Member
T02270,2018-03-14,F001,S008,3,66.0,Trial
T02271,2018-05-18,F001,S015,1,45.0,Member
T02272,2018-10-14,F003,S025,1,45.0,Trial
T02273,2018-10-20,F006,S003,1,,Trial
T02274,2018-03-15,F004,S019,1,1299.0,Trial
T02275,2018-08-29,F003,S008,3,66.0,Trial
T02276,2018-02-05,F006,S007,3,105.0,Trial
T02277,2018-07-12,F006,S008,2,44.0,Non-Member
T02278,2018-11-11,F003,S014,1,75.0,Trial
T02279,2018-03-08,F006,S014,3,225.0,Non-Member
T02280,2018-01-12,F003,S002,3,84.0,Trial
T02281,2018-03-14,F001,S013,1,35.0,Non-Member
T02282,2018-05-15,F004,S003,1,20.0,Trial
T02283,2018-09-27,F004,S007,2,70.0,Non-Member
T02284,2018-09-24,F002,S021,2,17.0,Trial
T02285,2018-11-05,F007,S007,3,105.0,Non-Member
T02286,2018-12-21,F005,S002,2,56.0,Member
T02287,2018-12-31,F005,S003,2,40.0,Member
T02288,2018-07-16,F001,S008,1,22.0,Non-Member
T02289,2018-02-01,F005,S012,2,,
T02290,2018-02-14,F005,S021,2,17.0,Non-Member
T02291,2018-08-03,F006,S014,1,75.0,Non-Member
T02292,2018-12-13,F001,S021,3,25.5,Non-Member
T02293,2018-02-14,F002,S016,3,240.0,Member
T02294,2018-03-23,F006,S003,1,20.0,Non-Member
T02295,2018-08-01,F004,S024,3,18.0,Trial
T02296,2018-09-13,F004,S015,2,90.0,Non-Member
T02297,2018-08-02,F003,S025,2,90.0,Trial
T02298,2018-06-09,F003,S012,2,56.0,Trial
T02299,2018-11-13,F001,S007,2,70.0,
T02300,2018-11-11,F003,S023,2,49.98,Non-Member
T02301,2018-07-03,F007,S024,3,18.0,Member
T02302,2018-02-25,F001,S005,2,60.0,Non-Member
T02303,2018-10-21,F003,S012,1,28.0,Non-Member
T02304,2018-01-26,F005,S020,3,,Non-Member
T02305,2018-04-09,F006,S008,1,22.0,Member
T02306,2018-04-16,F003,S022,3,13.5,Member
T02307,2018-06-09,F006,S017,2,180.0,Trial
T02308,2018-01-15,F004,S001,1,,Trial
T02309,2018-05-09,F001,S014,1,75.0,Trial
T02310,2018-01-08,F004,S015,2,90.0,Member
T02311,2018-06-13,F006,S004,3,75.0,Trial
T02312,2018-06-06,F007,S017,2,180.0,Trial
T02313,2018-03-22,F001,S014,2,150.0,Non-Member
T02314,2018-05-11,F006,S005,2,60.0,Trial
T02315,2018-05-08,F001,S006,3,75.0,Trial
T02316,2018-01-28,F004,S019,1,1299.0,Trial
T02317,2018-09-02,F002,S012,1,28.0,Member
T02318,2018-03-22,F002,S024,2,12.0,Non-Member
T02319,2018-08-21,F004,S025,1,45.0,Non-Member
T02320,2018-07-11,F005,S006,3,75.0,
T02321,2018-09-29,F007,S018,1,129.0,Member
T02322,2018-10-30,F006,S023,3,74.97,Trial
T02323,2018-11-05,F003,S003,2,40.0,Trial
T02324,2018-11-16,F005,S003,3,60.0,Trial
T02325,2018-06-10,F007,S013,3,105.0,Trial
T02326,2018-06-02,F004,S009,2,48.0,Non-Member
T02327,2018-05-02,F007,S019,1,1299.0,Member
T02328,2018-01-16,F003,S003,2,40.0,
T02329,2018-06-05,F007,S005,3,90.0,Trial
T02330,2018-09-11,F005,S012,2,56.0,Trial
T02331,2018-09-10,F001,S003,3,60.0,Trial
T02332,2018-09-07,F005,S022,2,9.0,Member
T02333,2018-03-05,F006,S010,2,52.0,Trial
T02334,2018-01-23,F006,S020,3,60.0,Non-Member
T02335,2018-08-05,F004,S005,3,90.0,Trial
T02336,2018-01-23,F006,S005,3,90.0,
T02337,2018-01-30,F007,S023,2,49.98,
T02338,2018-08-25,F004,S023,1,24.99,Trial
T02339,2018-05-04,F003,S023,2,49.98,Member
T02340,2018-12-11,F002,S004,2,50.0,Member
T02341,2018-04-24,F006,S010,1,26.0,Trial
T02342,2018-10-28,F005,S005,3,90.0,Member
T02343,2018-07-17,F003,S012,2,56.0,Trial
T02344,2018-04-01,F004,S012,2,56.0,Non-Member
T02345,2018-09-15,F006,S022,1,4.5,Non-Member
T02346,2018-10-15,F007,S013,2,70.0,Trial
T02347,2018-02-16,F003,S022,1,4.5,Trial
T02348,2018-07-20,F005,S017,1,90.0,Trial
T02349,2018-07-03,F006,S015,1,45.0,Trial
T02350,2018-07-06,F007,S014,3,225.0,Trial
T02351,2018-02-11,F007,S014,2,150.0,Trial
T02352,2018-01-23,F005,S008,2,44.0,Non-Member
T02353,2018-07-18,F003,S014,3,225.0,Member
T02354,2018-06-24,F005,S012,2,56.0,Member
T02355,2018-12-23,F004,S004,1,25.0,Non-Member
T02356,2018-04-17,F005,S011,2,56.0,Non-Member
T02357,2018-04-06,F002,S009,2,48.0,Member
T02358,2018-09-19,F002,S012,2,56.0,Trial
T02359,2018-02-04,F005,S005,1,30.0,Non-Member
T02360,2018-11-25,F006,S014,3,225.0,Trial
T02361,2018-06-09,F005,S025,3,135.0,Trial
T02362,2018-10-24,F004,S018,1,129.0,Trial
T02363,2018-09-27,F004,S019,1,1299.0,Trial
T02364,2018-04-12,F001,S019,1,1299.0,Trial
T02365,2018-04-25,F001,S012,1,28.0,Trial
T02366,2018-11-18,F001,S009,3,72.0,Non-Member
T02367,2018-07-19,F005,S006,1,25.0,Trial
T02368,2018-10-16,F006,S003,2,40.0,Trial
T02369,2018-03-10,F002,S001,1,22.0,Non-Member
T02370,2018-09-05,F003,S013,3,105.0,Member
T02371,2018-02-26,F004,S013,1,35.0,Member
T02372,2018-11-07,F001,S019,1,1299.0,Trial
T02373,2018-05-05,F004,S022,3,13.5,Member
T02374,2018-09-26,F003,S022,2,9.0,Non-Member
T02375,2018-07-18,F001,S014,1,75.0,Non-Member
T02376,2018-04-09,F001,S014,1,75.0,Trial
T02377,2018-08-02,F004,S007,3,105.0,Trial
T02378,2018-09-09,F004,S012,2,56.0,Trial
T02379,2018-03-27,F007,S020,3,60.0,Trial
T02380,2018-02-03,F001,S010,1,26.0,Member
T02381,2018-04-22,F007,S024,1,6.0,Trial
T02382,2018-04-15,F001,S007,1,35.0,Trial
T02383,2018-09-26,F002,S023,2,49.98,Trial
T02384,2018-12-22,F004,S007,3,105.0,Trial
T02385,2018-03-07,F006,S024,1,6.0,Trial
T02386,2018-07-31,F001,S004,3,75.0,Non-Member
T02387,2018-01-07,F002,S018,1,129.0,Member
T02388,2018-12-18,F007,S014,3,225.0,Trial
T02389,2018-09-16,F006,S014,1,75.0,Member
T02390,2018-10-15,F003,S007,3,105.0,Member
T02391,2018-12-30,F001,S004,3,75.0,Non-Member
T02392,2018-09-15,F007,S003,2,40.0,Trial
T02393,2018-11-05,F001,S007,3,105.0,Trial
T02394,2018-08-06,F004,S013,1,35.0,
T02395,2018-11-30,F006,S020,2,40.0,Trial
T02396,2018-03-31,F005,S003,3,,
T02397,2018-03-23,F004,S011,3,84.0,Trial
T02398,2018-06-22,F001,S007,1,35.0,
T02399,2018-11-09,F001,S023,1,24.99,Trial
T02400,2018-01-16,F007,S008,2,44.0,Trial
T02401,2018-04-22,F003,S021,3,25.5,Non-Member
T02402,2018-12-08,F006,S004,3,75.0,Non-Member
T02403,2018-03-21,F006,S009,3,72.0,Trial
T02404,2018-03-06,F007,S023,2,49.98,Trial
T02405,2018-08-01,F004,S004,3,75.0,Trial
T02406,2018-01-25,F007,S024,1,6.0,Member
T02407,2018-07-09,F004,S017,2,180.0,Member
T02408,2018-08-22,F007,S003,1,20.0,Trial
T02409,2018-06-18,F002,S010,3,78.0,Trial
T02410,2018-10-05,F005,S003,3,60.0,Trial
T02411,2018-03-23,F007,S024,3,18.0,Non-Member
T02412,2018-09-17,F005,S006,1,25.0,Member
T02413,2018-06-17,F001,S009,3,72.0,Trial
T02414,2018-08-15,F004,S014,2,,
T02415,2018-05-06,F004,S024,1,6.0,Trial
T02416,2018-06-30,F004,S014,2,150.0,Non-Member
T02417,2018-09-18,F002,S005,3,90.0,Trial
T02418,2018-02-25,F007,S019,1,1299.0,Trial
T02419,2018-12-03,F003,S023,3,74.97,Member
T02420,2018-03-09,F005,S010,3,78.0,Trial
T02421,2018-10-25,F007,S010,1,26.0,
T02422,2018-06-13,F004,S016,2,160.0,Trial
