TransactionID,Date,BranchID,ProductID,Quantity,Revenue,CustomerType
T01710,2018-03-16,B006,P016,3,62.97,Online
T01711,2018-01-11,B001,P027,1,,
T01712,2018-05-10,B007,P010,3,65.97,Member
T01713,2018-10-01,B004,P028,4,35.96,Online
T01714,2018-01-05,B007,P030,3,75.0,Online
T01715,2018-02-16,B004,P010,2,43.98,Non-Member
T01716,2018-08-13,B006,P029,4,75.96,Member
T01717,2018-05-21,B002,P027,4,51.96,Online
T01718,2018-07-31,B006,P023,4,59.96,Member
T01719,2018-03-24,B005,P017,1,19.99,Online
T01720,2018-08-04,B006,P015,1,25.99,Member
T01721,2018-11-25,B003,P021,4,55.96,Non-Member
T01722,2018-01-02,B007,P007,3,,Online
T01723,2018-10-22,B002,P004,2,43.98,Non-Member
T01724,2018-09-22,B003,P028,5,44.95,Online
T01725,2018-06-13,B008,P016,2,41.98,Online
T01726,2018-03-30,B006,P026,3,47.97,Non-Member
T01727,2018-02-13,B007,P012,2,39.98,Online
T01728,2018-07-13,B004,P001,1,18.99,Non-Member
T01729,2018-02-15,B008,P007,3,68.97,Non-Member
T01730,2018-01-26,B007,P020,4,51.96,Online
T01731,2018-03-18,B002,P012,2,39.98,Member
T01732,2018-01-08,B007,P025,4,319.96,Online
T01733,2018-03-02,B004,P023,2,29.98,Non-Member
T01734,2018-05-17,B005,P024,4,55.96,Online
T01735,2018-03-08,B007,P028,2,17.98,Non-Member
T01736,2018-05-25,B004,P014,2,49.98,Online
T01737,2018-03-16,B001,P010,3,65.97,Non-Member
T01738,2018-11-13,B008,P030,2,50.0,Online
T01739,2018-10-26,B008,P003,1,19.99,Online
T01740,2018-03-10,B006,P023,4,59.96,Non-Member
T01741,2018-07-16,B007,P024,5,69.95,Online
T01742,2018-02-07,B002,P018,1,89.99,Member
T01743,2018-06-20,B004,P016,3,62.97,Member
T01744,2018-01-03,B005,P017,5,99.94999999999999,Online
T01745,2018-06-04,B007,P022,3,35.97,Non-Member
T01746,2018-10-14,B001,P019,2,29.98,Online
T01747,2018-03-28,B008,P030,3,75.0,Online
T01748,2018-03-09,B002,P011,5,119.94999999999999,Online
T01749,2018-03-14,B005,P004,3,65.97,Member
T01750,2018-03-07,B008,P028,3,26.97,Online
T01751,2018-08-09,B005,P029,3,56.97,
T01752,2018-09-22,B006,P014,2,49.98,
T01753,2018-09-09,B003,P018,4,359.96,Member
T01754,2018-04-07,B003,P002,2,49.98,Non-Member
T01755,2018-01-19,B008,P009,2,41.98,Online
T01756,2018-08-12,B002,P029,4,75.96,Member
T01757,2018-08-15,B006,P023,5,74.95,
T01758,2018-08-23,B008,P004,2,43.98,Member
T01759,2018-06-28,B002,P007,3,68.97,Non-Member
T01760,2018-03-28,B005,P019,5,74.95,
T01761,2018-10-26,B001,P017,5,99.94999999999999,Non-Member
T01762,2018-08-02,B002,P008,4,71.96,Member
T01763,2018-06-18,B001,P010,1,21.99,Online
T01764,2018-07-11,B002,P027,3,38.97,Non-Member
T01765,2018-01-15,B002,P015,4,103.96,Online
T01766,2018-11-18,B005,P020,1,12.99,Online
T01767,2018-01-23,B008,P011,5,,Non-Member
T01768,2018-04-19,B001,P026,3,47.97,Online
T01769,2018-01-29,B002,P018,5,449.95,Online
T01770,2018-02-17,B007,P009,2,41.98,Non-Member
T01771,2018-07-24,B002,P001,2,37.98,Non-Member
T01772,2018-07-18,B007,P010,2,43.98,Member
T01773,2018-06-02,B008,P026,4,63.96,
T01774,2018-12-17,B003,P012,1,19.99,Online
T01775,2018-09-20,B004,P016,4,83.96,Online
T01776,2018-09-01,B005,P019,5,74.95,Online
T01777,2018-02-16,B007,P026,3,47.97,Non-Member
T01778,2018-08-11,B007,P003,1,19.99,Online
T01779,2018-08-26,B004,P021,2,27.98,Online
T01780,2018-09-27,B002,P010,4,,Online
T01781,2018-02-10,B008,P010,2,43.98,Non-Member
T01782,2018-12-17,B005,P027,2,25.98,Online
T01783,2018-06-01,B001,P018,1,89.99,Member
T01784,2018-09-20,B002,P017,4,79.96,
T01785,2018-02-18,B008,P022,5,59.95,Online
T01786,2018-07-01,B005,P019,1,14.99,Member
T01787,2018-02-28,B008,P006,2,33.98,Online
T01788,2018-01-24,B002,P014,3,74.97,Online
T01789,2018-10-28,B008,P025,4,319.96,Online
T01790,2018-06-24,B003,P007,2,,Member
T01791,2018-11-06,B005,P028,1,8.99,Online
T01792,2018-10-01,B001,P001,4,75.96,Member
T01793,2018-01-07,B003,P021,4,55.96,Online
T01794,2018-12-21,B007,P028,5,44.95,Online
T01795,2018-06-05,B006,P023,4,59.96,Online
T01796,2018-02-14,B003,P005,1,26.99,Non-Member
T01797,2018-02-27,B001,P023,2,29.98,Member
T01798,2018-04-18,B008,P021,2,27.98,Non-Member
T01799,2018-08-12,B004,P003,3,59.97,Online
T01800,2018-03-17,B008,P014,1,24.99,Member
T01801,2018-03-27,B003,P024,4,55.96,Online
T01802,2018-08-30,B001,P028,4,35.96,Non-Member
T01803,2018-04-14,B005,P019,4,59.96,Member
T01804,2018-06-20,B001,P004,4,87.96,Online
T01805,2018-09-11,B005,P002,4,99.96,Online
T01806,2018-09-06,B008,P008,1,17.99,Member
T01807,2018-08-05,B006,P018,1,89.99,
T01808,2018-11-28,B007,P029,4,75.96,Member
T01809,2018-09-11,B006,P015,4,103.96,Member
T01810,2018-03-24,B005,P024,2,27.98,Online
T01811,2018-06-26,B008,P008,5,89.94999999999999,Non-Member
T01812,2018-10-28,B006,P030,5,125.0,Online
T01813,2018-03-09,B005,P024,4,55.96,Online
T01814,2018-12-11,B006,P026,4,63.96,Non-Member
T01815,2018-11-15,B004,P010,1,21.99,Online
T01816,2018-03-08,B003,P007,2,45.98,Online
T01817,2018-02-21,B007,P016,3,62.97,Non-Member
T01818,2018-04-18,B001,P001,3,56.97,Online
T01819,2018-07-02,B003,P006,5,84.94999999999999,Member
T01820,2018-02-02,B006,P014,1,24.99,Non-Member
T01821,2018-03-03,B004,P016,3,62.97,Online
T01822,2018-07-01,B001,P025,5,399.95,
T01823,2018-03-19,B002,P023,1,14.99,Online
T01824,2018-08-23,B002,P004,5,109.94999999999999,Member
T01825,2018-10-15,B001,P017,1,19.99,Non-Member
T01826,2018-11-19,B002,P028,2,,Online
T01827,2018-03-22,B005,P023,4,59.96,Online
T01828,2018-02-20,B003,P021,3,41.97,Online
T01829,2018-03-12,B002,P028,2,17.98,Online
T01830,2018-08-01,B001,P008,4,71.96,Online
T01831,2018-05-27,B003,P003,3,59.97,Online
T01832,2018-08-01,B006,P021,2,27.98,Non-Member
T01833,2018-09-29,B007,P026,2,31.98,Non-Member
T01834,2018-08-08,B007,P030,4,100.0,Online
T01835,2018-09-22,B006,P001,4,75.96,Non-Member
T01836,2018-01-06,B002,P003,3,59.97,Online
T01837,2018-07-25,B003,P014,1,24.99,Online
T01838,2018-01-19,B003,P029,5,94.94999999999999,Member
T01839,2018-11-20,B005,P014,4,,Online
T01840,2018-06-10,B006,P001,3,56.97,Non-Member
T01841,2018-12-25,B007,P015,2,51.98,Online
T01842,2018-12-24,B006,P029,4,75.96,Non-Member
T01843,2018-06-04,B002,P002,5,124.94999999999999,Online
T01844,2018-07-19,B003,P017,5,99.94999999999999,
T01845,2018-04-20,B002,P017,5,99.94999999999999,Online
T01846,2018-09-24,B006,P025,2,159.98,Member
T01847,2018-01-15,B005,P008,3,53.97,Online
T01848,2018-09-16,B002,P024,1,13.99,Online
T01849,2018-05-13,B006,P004,1,21.99,Member
T01850,2018-08-18,B005,P019,1,,Online
T01851,2018-06-23,B004,P026,5,79.95,Non-Member
T01852,2018-06-29,B005,P010,5,109.94999999999999,Non-Member
T01853,2018-07-13,B004,P004,3,65.97,
T01854,2018-07-04,B008,P004,2,43.98,Online
T01855,2018-07-30,B002,P003,1,19.99,Online
T01856,2018-03-08,B008,P007,4,91.96,Member
T01857,2018-07-09,B007,P019,5,,Online
T01858,2018-05-16,B008,P021,4,55.96,
T01859,2018-12-19,B008,P024,4,55.96,Non-Member
T01860,2018-03-15,B003,P016,4,83.96,Non-Member
T01861,2018-12-27,B002,P023,2,29.98,Online
T01862,2018-08-31,B001,P024,2,27.98,Online
T01863,2018-03-02,B007,P004,1,21.99,Online
T01864,2018-10-20,B005,P002,5,124.94999999999999,Non-Member
T01865,2018-03-02,B006,P010,3,,Online
T01866,2018-05-31,B008,P001,2,37.98,Non-Member
T01867,2018-10-29,B007,P002,3,74.97,Online
T01868,2018-04-21,B003,P027,4,51.96,Member
T01869,2018-03-04,B006,P003,1,19.99,Online
T01870,2018-09-04,B005,P019,4,59.96,Online
T01871,2018-07-13,B008,P027,5,64.95,
T01872,2018-03-12,B008,P025,4,319.96,Online
T01873,2018-03-18,B006,P003,5,99.94999999999999,Online
T01874,2018-07-18,B004,P029,4,,Online
T01875,2018-10-04,B001,P022,4,47.96,Online
T01876,2018-11-27,B002,P028,2,17.98,Member
T01877,2018-10-20,B005,P018,1,89.99,Member
T01878,2018-04-09,B001,P019,5,74.95,Non-Member
T01879,2018-09-01,B001,P004,5,109.94999999999999,Non-Member
T01880,2018-01-10,B005,P026,2,31.98,
T01881,2018-12-28,B008,P003,5,99.94999999999999,Online
T01882,2018-07-25,B001,P016,1,20.99,Online
T01883,2018-08-12,B003,P014,1,,Online
T01884,2018-07-15,B005,P003,1,19.99,Member
T01885,2018-10-05,B003,P010,2,43.98,Non-Member
T01886,2018-05-11,B002,P005,3,80.97,Online
T01887,2018-12-14,B003,P002,5,124.94999999999999,Online
T01888,2018-04-03,B001,P023,1,14.99,Online
T01889,2018-07-19,B002,P011,2,47.98,
T01890,2018-06-15,B005,P013,1,18.99,
T01891,2018-04-14,B004,P025,5,399.95,
T01892,2018-09-10,B007,P004,3,65.97,Member
T01893,2018-06-12,B008,P018,4,359.96,Member
T01894,2018-09-05,B001,P014,2,49.98,Member
T01895,2018-05-18,B002,P008,5,89.94999999999999,Non-Member
T01896,2018-06-05,B007,P015,1,25.99,Non-Member
T01897,2018-03-14,B006,P018,2,179.98,Non-Member
T01898,2018-10-03,B007,P030,5,125.0,Online
T01899,2018-01-22,B001,P027,4,51.96,Online
T01900,2018-12-01,B003,P001,1,,
T01901,2018-05-20,B005,P027,4,51.96,Online
T01902,2018-11-20,B004,P019,5,74.95,Online
T01903,2018-01-24,B003,P024,5,69.95,Member
T01904,2018-06-03,B002,P013,1,18.99,Non-Member
T01905,2018-10-12,B005,P029,4,75.96,Non-Member
T01906,2018-11-09,B006,P029,3,56.97,Online
T01907,2018-12-29,B008,P009,2,41.98,Online
T01908,2018-06-24,B004,P015,5,129.95,Online
T01909,2018-01-09,B003,P021,1,13.99,Online
T01910,2018-01-03,B001,P022,2,23.98,Online
T01911,2018-10-12,B008,P025,4,,Member
T01912,2018-11-29,B002,P018,1,89.99,Online
T01913,2018-12-11,B002,P012,4,79.96,Online
T01914,2018-07-18,B003,P027,1,12.99,Member
T01915,2018-08-25,B006,P030,2,50.0,Online
T01916,2018-01-05,B004,P024,1,13.99,Online
T01917,2018-12-15,B006,P007,1,22.99,Online
T01918,2018-04-24,B004,P016,3,62.97,Member
T01919,2018-05-24,B008,P029,5,94.94999999999999,Non-Member
T01920,2018-01-04,B004,P027,4,51.96,Member
T01921,2018-05-23,B008,P006,5,84.94999999999999,Non-Member
T01922,2018-12-04,B003,P003,5,99.94999999999999,Non-Member
T01923,2018-02-03,B003,P009,5,104.94999999999999,Non-Member
T01924,2018-09-25,B005,P007,1,22.99,Online
T01925,2018-12-15,B008,P001,4,75.96,Member
T01926,2018-06-15,B007,P028,4,35.96,Online
T01927,2018-03-04,B008,P016,3,62.97,Member
T01928,2018-04-25,B001,P009,4,83.96,Online
T01929,2018-06-11,B001,P013,2,37.98,Online
T01930,2018-02-11,B001,P024,2,27.98,Online
T01931,2018-02-08,B004,P007,2,45.98,Online
T01932,2018-06-09,B002,P021,1,13.99,Member
T01933,2018-09-03,B007,P026,1,15.99,Online
T01934,2018-05-09,B004,P004,4,87.96,Non-Member
T01935,2018-06-24,B001,P027,3,38.97,Non-Member
T01936,2018-02-07,B008,P025,1,79.99,Online
T01937,2018-10-24,B002,P003,1,,
T01938,2018-07-13,B006,P029,1,18.99,Non-Member
T01939,2018-02-01,B008,P002,3,74.97,Online
T01940,2018-02-03,B002,P022,1,11.99,Member
T01941,2018-05-31,B007,P013,1,18.99,Online
T01942,2018-04-30,B001,P015,4,103.96,Online
T01943,2018-08-08,B002,P011,1,23.99,Online
T01944,2018-09-22,B006,P019,2,29.98,
T01945,2018-02-22,B001,P020,1,12.99,Non-Member
T01946,2018-10-21,B003,P021,5,69.95,Online
T01947,2018-07-01,B007,P016,5,104.94999999999999,Online
T01948,2018-04-06,B004,P005,1,26.99,Member
T01949,2018-03-07,B005,P019,4,59.96,Online
T01950,2018-06-09,B003,P005,4,107.96,Online
T01951,2018-11-05,B006,P010,3,65.97,Member
T01952,2018-09-23,B003,P002,2,49.98,Member
T01953,2018-08-05,B006,P007,2,,Non-Member
T01954,2018-02-05,B006,P007,4,91.96,Online
T01955,2018-11-04,B006,P028,5,44.95,Online
T01956,2018-11-12,B005,P014,3,74.97,Non-Member
T01957,2018-02-23,B008,P029,1,18.99,Online
T01958,2018-04-23,B001,P021,2,27.98,Non-Member
T01959,2018-08-27,B004,P008,4,71.96,
T01960,2018-07-12,B004,P013,2,37.98,Member
T01961,2018-07-05,B001,P003,3,59.97,
T01962,2018-10-12,B002,P005,3,80.97,Online
T01963,2018-04-10,B006,P002,1,24.99,Non-Member
T01964,2018-04-12,B005,P006,2,33.98,Online
T01965,2018-03-31,B006,P028,5,44.95,Non-Member
T01966,2018-04-02,B004,P001,2,37.98,Online
T01967,2018-02-21,B001,P027,2,25.98,Online
T01968,2018-12-02,B002,P011,2,47.98,
T01969,2018-08-22,B004,P012,3,59.97,Non-Member
T01970,2018-09-27,B007,P029,1,18.99,Member
T01971,2018-03-15,B003,P026,2,31.98,Non-Member
T01972,2018-09-30,B007,P023,3,44.97,Online
T01973,2018-11-03,B007,P021,2,27.98,Member
T01974,2018-11-12,B004,P028,5,44.95,Online
T01975,2018-03-18,B006,P008,1,17.99,Online
T01976,2018-03-06,B008,P007,1,22.99,Online
T01977,2018-12-06,B002,P006,5,84.94999999999999,Online
T01978,2018-11-27,B006,P016,5,104.94999999999999,Online
T01979,2018-04-02,B006,P023,3,44.97,Online
T01980,2018-09-11,B008,P009,5,104.94999999999999,Online
T01981,2018-11-23,B001,P007,2,45.98,Non-Member
T01982,2018-08-20,B004,P013,2,,Online
T01983,2018-08-06,B007,P019,2,29.98,Online
T01984,2018-05-11,B002,P005,1,26.99,Online
T01985,2018-08-16,B006,P008,5,89.94999999999999,Member
T01986,2018-08-27,B006,P014,4,99.96,Online
T01987,2018-08-10,B007,P012,4,,Online
T01988,2018-05-20,B007,P001,2,37.98,Online
T01989,2018-04-30,B005,P021,1,13.99,Online
T01990,2018-02-12,B005,P027,5,64.95,Member
T01991,2018-05-22,B004,P004,1,21.99,
T01992,2018-07-04,B001,P018,2,179.98,Online
T01993,2018-04-11,B006,P009,3,62.97,Online
T01994,2018-04-08,B003,P028,5,44.95,Online
T01995,2018-01-05,B005,P010,3,65.97,Online
T01996,2018-07-27,B001,P016,5,104.94999999999999,Non-Member
T01997,2018-07-23,B004,P008,2,35.98,Online
T01998,2018-04-30,B008,P024,4,55.96,
T01999,2018-02-13,B006,P028,2,17.98,Online
T02000,2018-12-24,B007,P007,4,91.96,Online
T02001,2018-10-13,B001,P012,2,39.98,Non-Member
T02002,2018-06-06,B001,P016,3,62.97,Online
T02003,2018-04-26,B007,P014,4,99.96,Online
T02004,2018-06-16,B001,P019,1,14.99,
T02005,2018-03-20,B006,P019,5,74.95,Online
T02006,2018-07-15,B004,P013,1,18.99,Online
T02007,2018-04-07,B008,P004,3,65.97,Online
T02008,2018-11-24,B005,P003,2,39.98,Member
T02009,2018-12-12,B003,P002,5,124.94999999999999,Online
T02010,2018-01-14,B003,P007,1,22.99,Online
T02011,2018-05-26,B004,P008,3,,Member
T02012,2018-08-21,B001,P012,5,99.94999999999999,Member
T02013,2018-03-29,B006,P028,4,35.96,Online
T02014,2018-03-22,B002,P005,5,134.95,Online
T02015,2018-09-02,B002,P013,2,37.98,Non-Member
T02016,2018-04-16,B005,P014,4,99.96,Non-Member
T02017,2018-11-06,B005,P019,2,29.98,Online
T02018,2018-05-22,B004,P001,2,37.98,Online
T02019,2018-02-02,B007,P020,2,25.98,Online
T02020,2018-10-19,B008,P015,4,103.96,Member
T02021,2018-02-16,B005,P021,4,55.96,
T02022,2018-12-25,B005,P013,5,94.94999999999999,Non-Member
T02023,2018-08-01,B004,P006,5,84.94999999999999,Online
T02024,2018-08-23,B007,P030,2,50.0,Member
T02025,2018-07-21,B001,P008,2,35.98,Online
T02026,2018-11-18,B005,P022,1,11.99,Non-Member
T02027,2018-09-10,B007,P025,5,399.95,Member
T02028,2018-07-08,B002,P025,1,79.99,Online
T02029,2018-07-29,B008,P006,3,,Non-Member
T02030,2018-09-17,B001,P015,1,25.99,Member
T02031,2018-11-24,B008,P013,3,56.97,Online
T02032,2018-04-10,B007,P002,1,24.99,Online
T02033,2018-02-28,B003,P011,4,95.96,Online
T02034,2018-08-25,B002,P003,5,99.94999999999999,Non-Member
T02035,2018-08-13,B003,P016,3,62.97,Non-Member
T02036,2018-03-29,B001,P020,1,12.99,Non-Member
T02037,2018-05-31,B002,P018,4,359.96,Non-Member
T02038,2018-02-09,B001,P022,3,35.97,Non-Member
T02039,2018-08-14,B006,P006,2,33.98,Member
T02040,2018-12-12,B004,P015,1,25.99,
T02041,2018-07-19,B005,P015,1,,Member
T02042,2018-01-25,B007,P025,2,159.98,Non-Member
T02043,2018-07-11,B004,P007,1,22.99,Member
T02044,2018-08-04,B001,P001,3,56.97,Non-Member
T02045,2018-12-15,B002,P008,1,17.99,Non-Member
T02046,2018-03-27,B001,P014,5,124.94999999999999,Member
T02047,2018-06-17,B006,P018,2,179.98,Non-Member
T02048,2018-10-05,B007,P014,1,24.99,
T02049,2018-04-20,B002,P012,3,59.97,Non-Member
T02050,2018-01-08,B007,P021,3,41.97,
T02051,2018-07-19,B004,P015,2,51.98,Member
T02052,2018-12-03,B005,P021,5,69.95,Online
T02053,2018-01-23,B002,P029,2,37.98,Online
T02054,2018-06-04,B008,P004,5,109.94999999999999,Non-Member
T02055,2018-05-09,B002,P020,3,38.97,Online
T02056,2018-12-14,B003,P011,2,47.98,Online
T02057,2018-12-08,B008,P003,3,59.97,Member
T02058,2018-11-08,B008,P013,5,94.94999999999999,Non-Member
T02059,2018-09-15,B001,P008,1,17.99,Member
T02060,2018-06-08,B004,P024,4,55.96,Non-Member
T02061,2018-11-14,B002,P002,2,49.98,Online
T02062,2018-09-13,B005,P007,2,,Online
T02063,2018-04-15,B001,P008,5,89.94999999999999,Online
T02064,2018-06-18,B003,P009,3,62.97,Member
T02065,2018-09-24,B007,P021,3,41.97,Member
T02066,2018-04-28,B006,P011,2,47.98,Non-Member
T02067,2018-10-04,B001,P030,2,,Non-Member
T02068,2018-11-08,B007,P017,3,59.97,Non-Member
T02069,2018-08-15,B001,P003,4,79.96,Member
T02070,2018-04-09,B001,P021,2,27.98,Non-Member
T02071,2018-03-06,B002,P006,5,84.94999999999999,Non-Member
T02072,2018-05-01,B002,P014,4,99.96,Online
T02073,2018-03-26,B004,P008,4,71.96,Non-Member
T02074,2018-11-07,B004,P010,3,65.97,Online
T02075,2018-11-22,B004,P009,4,83.96,Member
T02076,2018-07-04,B007,P013,2,37.98,
T02077,2018-08-14,B007,P017,5,99.94999999999999,Online
T02078,2018-03-21,B008,P001,4,75.96,
T02079,2018-02-12,B005,P020,5,64.95,
T02080,2018-10-11,B003,P009,4,,Online
T02081,2018-06-06,B008,P010,4,87.96,Online
T02082,2018-02-06,B006,P005,4,107.96,Non-Member
T02083,2018-03-21,B004,P001,1,18.99,Online
T02084,2018-09-09,B007,P030,4,100.0,Online
T02085,2018-07-11,B007,P016,3,62.97,Member
T02086,2018-07-29,B001,P030,1,25.0,Online
T02087,2018-10-17,B003,P007,4,91.96,Online
T02088,2018-06-28,B008,P021,3,41.97,Member
T02089,2018-11-30,B007,P030,4,100.0,Non-Member
T02090,2018-05-05,B008,P002,3,74.97,Member
T02091,2018-12-24,B003,P009,5,104.94999999999999,Online
T02092,2018-12-15,B003,P009,2,41.98,Non-Member
T02093,2018-01-07,B002,P025,1,79.99,Online
T02094,2018-07-23,B002,P017,2,39.98,Online
T02095,2018-03-26,B007,P009,3,62.97,Online
T02096,2018-10-28,B005,P024,4,55.96,Member
T02097,2018-02-25,B006,P027,2,,Online
T02098,2018-04-18,B007,P023,3,44.97,Member
T02099,2018-03-28,B008,P001,1,18.99,Member
T02100,2018-12-23,B007,P017,4,79.96,Online
T02101,2018-08-09,B003,P006,3,50.97,Non-Member
T02102,2018-12-27,B003,P007,4,91.96,Non-Member
T02103,2018-09-15,B002,P015,5,129.95,
T02104,2018-04-06,B004,P002,2,49.98,Non-Member
T02105,2018-05-13,B007,P015,5,129.95,Member
T02106,2018-11-22,B003,P003,3,59.97,Member
T02107,2018-07-13,B002,P009,1,20.99,Online
T02108,2018-01-16,B004,P016,4,83.96,Member
T02109,2018-01-05,B001,P009,1,20.99,Member
T02110,2018-02-19,B004,P017,1,19.99,Online
T02111,2018-11-05,B005,P030,4,100.0,Online
T02112,2018-06-22,B007,P011,3,71.97,Online
T02113,2018-06-11,B004,P012,4,,Online
T02114,2018-11-09,B001,P012,3,59.97,Member
T02115,2018-01-02,B008,P028,4,35.96,Non-Member
T02116,2018-01-14,B002,P028,5,44.95,Online
T02117,2018-12-25,B004,P012,4,79.96,Online
T02118,2018-09-21,B007,P022,2,23.98,Member
T02119,2018-11-23,B006,P001,3,,Member
T02120,2018-06-16,B008,P008,5,89.94999999999999,Online
T02121,2018-07-24,B002,P012,4,79.96,
T02122,2018-12-04,B002,P024,4,55.96,Online
T02123,2018-11-07,B004,P023,2,29.98,Member
T02124,2018-03-07,B008,P026,1,15.99,Online
T02125,2018-12-11,B008,P006,4,67.96,Member
T02126,2018-09-04,B004,P008,2,35.98,Non-Member
T02127,2018-12-04,B002,P004,4,87.96,Member
T02128,2018-03-24,B006,P029,4,75.96,Online
T02129,2018-04-23,B005,P022,4,47.96,Member
T02130,2018-12-07,B003,P030,5,125.0,Online
T02131,2018-02-16,B006,P028,2,17.98,Member
T02132,2018-11-26,B006,P013,4,75.96,
T02133,2018-04-30,B004,P009,1,20.99,Online
T02134,2018-02-14,B002,P003,3,59.97,Non-Member
T02135,2018-03-01,B006,P005,3,80.97,Online
T02136,2018-10-23,B001,P010,1,21.99,Non-Member
T02137,2018-07-18,B007,P011,3,71.97,Non-Member
T02138,2018-09-24,B004,P004,4,87.96,Member
T02139,2018-10-03,B008,P011,2,47.98,
T02140,2018-04-23,B008,P022,4,47.96,Non-Member
T02141,2018-11-04,B005,P005,1,26.99,Online
T02142,2018-06-08,B002,P009,5,104.94999999999999,Online
T02143,2018-11-20,B004,P016,3,62.97,Online
T02144,2018-01-31,B006,P005,2,53.98,Non-Member
T02145,2018-12-25,B001,P030,2,50.0,Online
T02146,2018-07-20,B005,P027,2,25.98,Member
T02147,2018-10-08,B007,P011,4,95.96,Online
T02148,2018-06-28,B007,P013,1,18.99,Online
T02149,2018-05-25,B004,P023,5,74.95,Online
T02150,2018-02-19,B003,P011,5,119.94999999999999,Member
T02151,2018-12-30,B005,P015,2,51.98,Non-Member
T02152,2018-08-15,B008,P010,2,43.98,Non-Member
T02153,2018-04-22,B004,P024,1,13.99,Online
T02154,2018-10-22,B002,P022,2,23.98,Online
T02155,2018-08-07,B003,P030,1,25.0,Member
T02156,2018-07-02,B008,P006,1,16.99,Member
T02157,2018-09-21,B006,P019,4,59.96,Non-Member
T02158,2018-11-18,B007,P008,1,17.99,Member
T02159,2018-05-04,B007,P016,3,62.97,Non-Member
T02160,2018-12-01,B007,P025,1,79.99,Online
T02161,2018-11-29,B007,P009,4,83.96,Online
T02162,2018-01-06,B002,P004,1,21.99,
T02163,2018-09-08,B004,P001,5,,Online
T02164,2018-05-21,B002,P026,5,79.95,
T02165,2018-07-16,B008,P021,4,,Online
T02166,2018-10-20,B003,P004,3,65.97,Member
T02167,2018-10-03,B003,P013,1,18.99,
T02168,2018-10-12,B008,P003,5,99.94999999999999,Member
T02169,2018-04-17,B002,P006,5,84.94999999999999,Non-Member
T02170,2018-01-03,B008,P026,3,47.97,Member
T02171,2018-01-21,B003,P019,2,,Non-Member
T02172,2018-02-14,B005,P028,1,8.99,Member
T02173,2018-03-05,B005,P012,5,99.94999999999999,Non-Member
T02174,2018-08-05,B001,P008,3,53.97,Member
T02175,2018-09-23,B005,P022,5,59.95,Online
T02176,2018-03-13,B008,P023,3,44.97,Online
T02177,2018-11-07,B004,P023,1,14.99,Member
T02178,2018-05-02,B001,P007,2,45.98,Online
T02179,2018-04-21,B003,P020,5,64.95,Non-Member
T02180,2018-10-30,B006,P009,2,41.98,Online
T02181,2018-02-08,B005,P009,4,83.96,Non-Member
T02182,2018-07-24,B008,P003,3,59.97,Online
T02183,2018-12-22,B003,P018,2,179.98,Member
T02184,2019-11-19,B005,P021,2,27.98,Online
T02185,2019-10-16,B009,P020,2,25.98,Online
T02186,2019-03-20,B006,P026,4,63.96,Online
T02187,2019-01-14,B004,P003,3,59.97,
T02188,2019-09-30,B002,P022,5,59.95,Online
T02189,2019-02-03,B006,P021,1,13.99,Online
T02190,2019-06-20,B005,P005,2,53.98,Online
T02191,2019-01-06,B002,P013,2,37.98,Online
T02192,2019-02-23,B002,P006,5,84.94999999999999,Online
T02193,2019-10-29,B008,P004,5,109.94999999999999,Online
T02194,2019-12-25,B005,P018,3,269.96999999999997,Member
T02195,2019-01-25,B003,P011,4,95.96,Non-Member
T02196,2019-06-26,B009,P018,5,449.95,
T02197,2019-09-02,B003,P009,1,20.99,Non-Member
T02198,2019-12-03,B003,P005,4,107.96,Online
T02199,2019-01-28,B006,P023,2,,Online
T02200,2019-12-28,B008,P006,4,67.96,Online
T02201,2019-08-28,B009,P010,3,65.97,Online
T02202,2019-09-24,B004,P010,1,21.99,Online
T02203,2019-07-28,B006,P028,1,8.99,Member
T02204,2019-02-09,B004,P003,2,39.98,Member
T02205,2019-02-13,B005,P018,4,359.96,Member
T02206,2019-08-06,B009,P030,2,50.0,Online
T02207,2019-09-12,B009,P022,5,59.95,Member
T02208,2019-07-27,B001,P020,2,25.98,Member
T02209,2019-08-06,B009,P024,3,41.97,Non-Member
T02210,2019-12-05,B009,P022,5,59.95,Member
T02211,2019-11-07,B008,P006,5,84.94999999999999,Non-Member
T02212,2019-03-31,B002,P012,2,39.98,Online
T02213,2019-01-27,B007,P016,4,83.96,
T02214,2019-07-11,B002,P011,2,47.98,Member
T02215,2019-05-29,B005,P016,3,62.97,Online
T02216,2019-04-20,B001,P024,5,69.95,Online
T02217,2019-04-22,B005,P030,5,125.0,Member
T02218,2019-08-26,B008,P002,3,74.97,Member
T02219,2019-11-12,B008,P011,3,71.97,Online
T02220,2019-02-24,B001,P012,2,39.98,Online
T02221,2019-07-01,B001,P004,4,87.96,Online
T02222,2019-04-12,B002,P017,5,99.94999999999999,Non-Member
T02223,2019-07-30,B002,P030,4,100.0,Member
T02224,2019-03-21,B005,P008,4,71.96,Online
T02225,2019-07-11,B005,P012,4,79.96,Non-Member
T02226,2019-10-02,B005,P004,4,87.96,Online
T02227,2019-03-24,B003,P012,4,79.96,Member
T02228,2019-07-03,B004,P004,2,43.98,Online
T02229,2019-01-21,B003,P013,4,75.96,Online
T02230,2019-01-17,B003,P022,2,23.98,
T02231,2019-12-07,B005,P004,4,87.96,Online
